,source,target,type_gene_A,type_gene_B,gene_A,gene_B,MeanLR
108645,Monocytes,Venous_Endo,Ligand,Receptor,VEGFA,NRP2,0.36633113
108647,vCM_4,Pericyte_1,Ligand,Receptor,LAMA5,CD44,0.36632782
108655,Fib_SCARA5,Endocardial_Endo,Ligand,Receptor,COL4A4,ITGA1_ITGB1,0.3663066
108657,Arterial_Endo,perivascular_fibroblasts,Ligand,Receptor,EFNB2,EPHA3,0.3663023
108658,vSMCs_1,perivascular_fibroblasts,Ligand,Receptor,IGFBP4,LRP6,0.36630046
108660,Fib_0,vCM_4,Ligand,Receptor,COL21A1,ITGA1_ITGB1,0.3662957
108661,Adipo,healthy_CM,Ligand,Receptor,CD96,PVR,0.3662917
108664,Fib_SCARA5,damaged_CM,Ligand,Receptor,SPP1,ITGA9_ITGB1,0.36627734
108666,CCL18_Macrophages,healthy_CM,Ligand,Receptor,CCN1,CAV1,0.3662743
108667,vSMCs_2,perivascular_fibroblasts,Ligand,Receptor,TGFB1,ITGB5,0.36626995
108669,vSMCs_2,intermediate_CM,Ligand,Receptor,NGF,ERBB2,0.36626777
108674,SPP1_Macrophages,Endocardial_Endo,Ligand,Receptor,TGFB1,ENG,0.36624584
108675,Fib_0,CD8,Ligand,Receptor,COL16A1,ITGA1_ITGB1,0.3662449
108679,perivascular_fibroblasts,Fib_3,Ligand,Receptor,COL27A1,ITGA11_ITGB1,0.366216
108681,prolif,Capillary_Endo,Ligand,Receptor,COL18A1,KDR,0.36621028
108682,Fib_0,Endocardial_Endo,Ligand,Receptor,TNC,EGFR,0.36620757
108683,damaged_CM,Fib_SCARA5,Ligand,Receptor,TGFB1,SMAD3,0.36620745
108684,vCM_3,SPP1_Macrophages,Ligand,Receptor,SEMA4B,DCBLD2,0.36620492
108690,Lymphatic_Endo,damaged_CM,Ligand,Receptor,SPP1,ITGA9_ITGB1,0.36619484
108698,vSMCs_2,LYVE_PLTP_Macrophages,Ligand,Receptor,COL4A5,CD44,0.36618963
108701,perivascular_fibroblasts,healthy_CM,Ligand,Receptor,TIMP2,ITGA3,0.36618382
108703,Fib_SCARA5,Venous_Endo,Ligand,Receptor,COL4A4,CD93,0.36617172
108704,Pericyte_1,healthy_CM,Ligand,Receptor,TLN1,ITGB5,0.36616886
108716,intermediate_CM,Fib_0,Ligand,Receptor,NRG2,NRP2,0.36613154
108718,SPP1_Macrophages,CD4,Ligand,Receptor,B2M,CD247,0.36612123
108723,LYVE_FOLR_Macrophages,Myofib,Ligand,Receptor,TGFB1,SMAD3,0.36611003
108725,damaged_CM,vSMCs_1,Ligand,Receptor,ADAM10,NOTCH2,0.3661076
108726,perivascular_fibroblasts,healthy_CM,Ligand,Receptor,INHBA,ACTR2,0.36610723
108727,SPP1_Macrophages,Arterial_Endo,Ligand,Receptor,SEMA3C,NRP1_PLXNA2,0.36609358
108732,healthy_CM,Fib_0,Ligand,Receptor,COL18A1,ITGA11_ITGB1,0.36606944
108737,perivascular_fibroblasts,damaged_CM,Ligand,Receptor,COL27A1,ITGA11_ITGB1,0.3660484
108738,Fib_SCARA5,Adipo,Ligand,Receptor,CCN2,LRP6,0.36604717
108740,perivascular_fibroblasts,Venous_Endo,Ligand,Receptor,TGFB3,ENG,0.36604422
108743,Endocardial_Endo,LYVE_PLTP_Macrophages,Ligand,Receptor,APP,CD74,0.3660398
108746,Arterial_Endo,Fib_SCARA5,Ligand,Receptor,TGFB1,SMAD3,0.36603048
108747,SPP1_Macrophages,vSMCs_2,Ligand,Receptor,MRC1,PTPRC,0.36602658
108750,intermediate_CM,damaged_CM,Ligand,Receptor,HSP90B1,ERBB2,0.3660154
108751,damaged_CM,Myofib,Ligand,Receptor,COL4A5,ITGA1_ITGB1,0.36601382
108756,healthy_CM,Fib_0,Ligand,Receptor,GAS6,MERTK,0.3660007
108760,Fib_SCARA5,vCM_4,Ligand,Receptor,COL8A1,ITGA1_ITGB1,0.36599267
108762,Lymphatic_Endo,vCM_3,Ligand,Receptor,ADAM10,TSPAN12,0.36597478
108764,Fib_0,Venous_Endo,Ligand,Receptor,COL15A1,ITGA1_ITGB1,0.36596328
108767,prolif,vCM_4,Ligand,Receptor,HSP90B1,ERBB2,0.36594832
108772,intermediate_CM,prolif,Ligand,Receptor,FGF1,CD44,0.36592516
108775,Lymphatic_Endo,Fib_3,Ligand,Receptor,ADAM10,NOTCH2,0.36591765
108782,damaged_CM,Pericyte_2,Ligand,Receptor,LAMB2,ITGA6_ITGB1,0.36589122
108789,Adipo,vCM_4,Ligand,Receptor,ADIPOQ,ADIPOR2,0.36587295
108791,damaged_CM,vSMCs_1,Ligand,Receptor,COL4A5,ITGA9_ITGB1,0.3658668
108794,perivascular_fibroblasts,Fib_0,Ligand,Receptor,TGFB1,TGFBR1_TGFBR2,0.36586404
108803,LYVE_FOLR_Macrophages,damaged_CM,Ligand,Receptor,APP,TNFRSF21,0.3658374
108805,Fib_SCARA5,vCM_4,Ligand,Receptor,COL4A4,ITGA11_ITGB1,0.36583036
108806,damaged_CM,Endocardial_Endo,Ligand,Receptor,PKM,CD44,0.36582604
108807,Fib_0,Fib_SCARA5,Ligand,Receptor,TNC,ITGA9_ITGB1,0.36582434
108811,Lymphatic_Endo,damaged_CM,Ligand,Receptor,RTN4,TNFRSF19,0.3658234
108822,Fib_0,Fib_3,Ligand,Receptor,COL14A1,ITGA11_ITGB1,0.36578268
108824,Myofib,intermediate_CM,Ligand,Receptor,CD99,PILRB,0.36577606
108825,vSMCs_1,CD8,Ligand,Receptor,LAMA3,SDC2,0.36577153
108827,Monocytes,Fib_0,Ligand,Receptor,SPP1,ITGAV_ITGB5,0.36576664
108836,Capillary_Endo,Myofib,Ligand,Receptor,ADAM15,ITGAV,0.3657397
108837,Capillary_Endo,healthy_CM,Ligand,Receptor,LAMC1,DAG1,0.36573955
108840,Fib_SCARA5,vCM_3,Ligand,Receptor,LAMC1,ITGA3_ITGB1,0.3657186
108844,Capillary_Endo,damaged_CM,Ligand,Receptor,APP,GPC1,0.36571255
108845,Lymphatic_Endo,vCM_4,Ligand,Receptor,PSAP,CELSR1,0.36570165
108848,Arterial_Endo,vCM_3,Ligand,Receptor,ADAM10,CADM1,0.36569566
108849,LYVE_PLTP_Macrophages,vCM_4,Ligand,Receptor,CD99,CD99L2,0.36569017
108856,Fib_0,Fib_0,Ligand,Receptor,JAM3,ITGB1,0.36567774
108858,damaged_CM,Endocardial_Endo,Ligand,Receptor,FGF1,TGFBR3,0.36565858
108865,Adipo,Venous_Endo,Ligand,Receptor,SPARC,ENG,0.3656474
108866,perivascular_fibroblasts,LYVE_FOLR_Macrophages,Ligand,Receptor,TGFB1,SDC2,0.3656471
108876,damaged_CM,Fib_0,Ligand,Receptor,COL7A1,ITGA1_ITGB1,0.36561608
108877,Fib_0,damaged_CM,Ligand,Receptor,COL14A1,ITGA11_ITGB1,0.36561507
108880,vCM_4,Capillary_Endo,Ligand,Receptor,NRG2,NRP2,0.36560363
108887,Myofib,vCM_4,Ligand,Receptor,TGFB1,CAV1,0.3655783
108899,vCM_4,intermediate_CM,Ligand,Receptor,EGF,LDLR,0.36553457
108902,Monocytes,CCL18_Macrophages,Ligand,Receptor,TGFB1,SDC2,0.36553043
108904,Fib_SCARA5,Myofib,Ligand,Receptor,PDGFD,PDGFRA_PDGFRB,0.3655244
108905,damaged_CM,prolif,Ligand,Receptor,ADAM10,IL6R,0.36552435
108907,vSMCs_1,Myofib,Ligand,Receptor,LAMA3,SDC2,0.3655127
108911,Fib_SCARA5,Fib_0,Ligand,Receptor,ADAM10,EPHA3,0.36550343
108915,vCM_3,LYVE_PLTP_Macrophages,Ligand,Receptor,ADAM10,NOTCH2,0.36549443
108916,Fib_0,damaged_CM,Ligand,Receptor,COL16A1,ITGA1_ITGB1,0.36549416
108924,healthy_CM,healthy_CM,Ligand,Receptor,FGF9,FGFR1,0.36545753
108925,Fib_0,Lymphatic_Endo,Ligand,Receptor,COL4A3,ITGA1_ITGB1,0.36545426
108929,vCM_4,vCM_3,Ligand,Receptor,PROS1,MERTK,0.3654459
108932,perivascular_fibroblasts,intermediate_CM,Ligand,Receptor,TGFB3,ACVR1_TGFBR2,0.36543405
108939,CD8,intermediate_CM,Ligand,Receptor,SEMA4D,MET,0.3654158
108944,Arterial_Endo,Mast,Ligand,Receptor,APP,CD74,0.36539486
108953,vSMCs_1,vSMCs_1,Ligand,Receptor,LAMA3,ITGA3_ITGB1,0.36538464
108959,Venous_Endo,Venous_Endo,Ligand,Receptor,SPARC,ENG,0.3653666
108960,Fib_SCARA5,SPP1_Macrophages,Ligand,Receptor,SEMA3C,NRP1_NRP2_PLXND1,0.3653583
108963,vCM_4,LYVE_PLTP_Macrophages,Ligand,Receptor,LAMA5,ITGA9_ITGB1,0.36535043
108964,intermediate_CM,Myofib,Ligand,Receptor,NTN1,UNC5B,0.36534458
108965,Fib_3,Venous_Endo,Ligand,Receptor,COL15A1,ITGA10_ITGB1,0.3653416
108967,Myofib,vSMCs_2,Ligand,Receptor,EFEMP1,EGFR,0.3653293
108968,damaged_CM,LYVE_PLTP_Macrophages,Ligand,Receptor,ADAM10,EPHA3,0.36532092
108974,Fib_0,perivascular_fibroblasts,Ligand,Receptor,COL4A3,ITGA9_ITGB1,0.3653082
108979,vSMCs_2,damaged_CM,Ligand,Receptor,NGF,ERBB2,0.36530426
108984,healthy_CM,Fib_0,Ligand,Receptor,FGF1,CD44,0.36528298
108986,Fib_0,Monocytes,Ligand,Receptor,ADAM10,CD44,0.36526835
108989,damaged_CM,CCL18_Macrophages,Ligand,Receptor,ADAM10,CADM1,0.36526403
109000,Myofib,Fib_3,Ligand,Receptor,COL16A1,ITGA11_ITGB1,0.36524045
109011,LYVE_FOLR_Macrophages,Endocardial_Endo,Ligand,Receptor,TGFB1,ENG,0.36520165
109013,vCM_4,SPP1_Macrophages,Ligand,Receptor,LTBP3,ITGB5,0.36519346
109016,Myofib,Fib_0,Ligand,Receptor,PDGFC,PDGFRB,0.36518258
109021,healthy_CM,SPP1_Macrophages,Ligand,Receptor,APP,TNFRSF21,0.36516
109025,perivascular_fibroblasts,CD8,Ligand,Receptor,ADAM10,TSPAN5,0.36514097
109027,intermediate_CM,CCL18_Macrophages,Ligand,Receptor,EGF,AXL,0.3651365
109030,healthy_CM,LYVE_PLTP_Macrophages,Ligand,Receptor,APP,TNFRSF21,0.36511835
109031,damaged_CM,healthy_CM,Ligand,Receptor,ADAM10,CD44,0.36511734
109036,vSMCs_2,damaged_CM,Ligand,Receptor,NTRK3,PTPRS,0.3651115
109038,Venous_Endo,Pericyte_1,Ligand,Receptor,VEGFC,ITGB1,0.36510876
109039,healthy_CM,vCM_4,Ligand,Receptor,COL4A4,ITGA3_ITGB1,0.36510623
109043,vCM_3,Monocytes,Ligand,Receptor,COL4A5,CD44,0.36509347
109044,Capillary_Endo,LYVE_FOLR_Macrophages,Ligand,Receptor,ADAM10,CD44,0.3650925
109051,Adipo,Adipo,Ligand,Receptor,RTN4,RTN4RL1,0.3650794
109055,vSMCs_2,vSMCs_2,Ligand,Receptor,LAMA5,ITGA9_ITGB1,0.36507937
109064,vSMCs_2,vSMCs_2,Ligand,Receptor,JAG1,CD46,0.36507937
109065,Adipo,vSMCs_2,Ligand,Receptor,ADAM10,TSPAN14,0.36507937
109072,Myofib,damaged_CM,Ligand,Receptor,COL16A1,ITGA11_ITGB1,0.3650729
109073,intermediate_CM,Fib_0,Ligand,Receptor,ACTR2,LDLR,0.36507076
109076,LYVE_FOLR_Macrophages,Adipo,Ligand,Receptor,APP,TNFRSF21,0.3650662
109078,Pericyte_1,Arterial_Endo,Ligand,Receptor,SLIT3,ROBO4,0.36506265
109080,Pericyte_1,healthy_CM,Ligand,Receptor,APP,VLDLR,0.36505884
109084,Pericyte_1,Fib_0,Ligand,Receptor,ADAM10,EPHA3,0.36504698
109085,Fib_0,SPP1_Macrophages,Ligand,Receptor,TNC,ITGA9_ITGB1,0.36504477
109087,Mast,Venous_Endo,Ligand,Receptor,PSEN1,NOTCH4,0.36504105
109092,Lymphatic_Endo,healthy_CM,Ligand,Receptor,NID1,ITGA3,0.36501396
109093,Fib_0,vSMCs_2,Ligand,Receptor,ANXA1,EGFR,0.36500847
109094,damaged_CM,intermediate_CM,Ligand,Receptor,GAS6,MERTK,0.365008
109097,Lymphatic_Endo,vCM_4,Ligand,Receptor,CD99,PILRA,0.365
109098,Pericyte_2,vCM_4,Ligand,Receptor,TGFB3,ACVR1_TGFBR2,0.36499992
109105,vCM_3,CCL18_Macrophages,Ligand,Receptor,CD99,PILRA,0.36498076
109112,vCM_3,Arterial_Endo,Ligand,Receptor,ADAM10,NOTCH1,0.3649674
109116,vCM_4,healthy_CM,Ligand,Receptor,TGFB1,CAV1,0.36496115
109124,LYVE_PLTP_Macrophages,Myofib,Ligand,Receptor,TGFB1,SMAD3,0.3649493
109132,CCL18_Macrophages,Mast,Ligand,Receptor,SPP1,ITGAV_ITGB5,0.36493048
109133,intermediate_CM,Monocytes,Ligand,Receptor,EGF,AXL,0.36492008
109134,vCM_4,LYVE_PLTP_Macrophages,Ligand,Receptor,NTN1,UNC5C,0.36491668
109139,Capillary_Endo,vCM_3,Ligand,Receptor,APP,VLDLR,0.36490473
109143,LYVE_PLTP_Macrophages,CCL18_Macrophages,Ligand,Receptor,APP,TNFRSF21,0.36489844
109150,Fib_SCARA5,Venous_Endo,Ligand,Receptor,CCN2,LRP6,0.36487418
109154,Myofib,Venous_Endo,Ligand,Receptor,PSEN1,NOTCH4,0.3648708
109155,Mast,CCL18_Macrophages,Ligand,Receptor,ADAM10,GPNMB,0.36486745
109157,LYVE_PLTP_Macrophages,CD4,Ligand,Receptor,B2M,CD247,0.3648631
109158,Pericyte_2,Venous_Endo,Ligand,Receptor,PTH,RAMP3,0.3648575
109161,Fib_0,SPP1_Macrophages,Ligand,Receptor,APP,CD74,0.3648547
109164,CCL18_Macrophages,Fib_SCARA5,Ligand,Receptor,ADAM10,AXL,0.36484686
109167,Pericyte_1,healthy_CM,Ligand,Receptor,TGFB3,ITGB5,0.36483195
109170,intermediate_CM,CCL18_Macrophages,Ligand,Receptor,GNAS,ADCY7,0.3648249
109173,damaged_CM,healthy_CM,Ligand,Receptor,MFGE8,PDGFRB,0.36482367
109174,LYVE_PLTP_Macrophages,Venous_Endo,Ligand,Receptor,SPARC,ENG,0.3648209
109179,Fib_0,Endocardial_Endo,Ligand,Receptor,COL16A1,ITGA1_ITGB1,0.36479628
109182,intermediate_CM,Adipo,Ligand,Receptor,RTN4,TNFRSF19,0.3647929
109183,vCM_4,NK_T,Ligand,Receptor,GAS6,AXL,0.3647915
109191,Fib_SCARA5,Endocardial_Endo,Ligand,Receptor,SEMA3C,NRP1_PLXNA2,0.36477345
109195,perivascular_fibroblasts,Lymphatic_Endo,Ligand,Receptor,SPARC,ENG,0.36476633
109198,CCL18_Macrophages,Fib_0,Ligand,Receptor,TGFB1,SDC2,0.3647581
109202,Myofib,Fib_0,Ligand,Receptor,COL4A4,CD44,0.36474624
109205,vSMCs_1,perivascular_fibroblasts,Ligand,Receptor,EDIL3,ITGB5,0.36474368
109206,vCM_3,SPP1_Macrophages,Ligand,Receptor,ADAM10,TSPAN14,0.36474103
109209,Fib_3,CD4,Ligand,Receptor,COL4A4,CD44,0.36473948
109211,vCM_3,Fib_3,Ligand,Receptor,ADAM10,AXL,0.36473396
109212,SPP1_Macrophages,vCM_3,Ligand,Receptor,ADAM9,ITGA3,0.36473393
109218,prolif,healthy_CM,Ligand,Receptor,ADAM17,IL6R,0.36470994
109219,Fib_0,Mast,Ligand,Receptor,PKM,CD44,0.36470658
109220,Arterial_Endo,CD8,Ligand,Receptor,B2M,CD247,0.36470538
109221,Monocytes,healthy_CM,Ligand,Receptor,APP,VLDLR,0.3647034
109222,Adipo,LYVE_PLTP_Macrophages,Ligand,Receptor,ANXA1,DYSF,0.36470035
109228,Myofib,prolif,Ligand,Receptor,HGF,CD44,0.36469102
109229,Fib_0,Fib_0,Ligand,Receptor,SEMA3C,NRP1_PLXNA4,0.36469057
109231,CD4,prolif,Ligand,Receptor,TGFB1,SMAD3,0.3646859
109239,Monocytes,Venous_Endo,Ligand,Receptor,TGFB1,ENG,0.36465546
109245,Fib_0,prolif,Ligand,Receptor,APP,NOTCH2,0.36464423
109246,Pericyte_2,Endocardial_Endo,Ligand,Receptor,HLA-C,NOTCH4,0.36464298
109249,healthy_CM,vSMCs_2,Ligand,Receptor,CALM2,EGFR,0.36464262
109250,Fib_SCARA5,Endocardial_Endo,Ligand,Receptor,VEGFC,FLT1,0.36463434
109251,vCM_3,damaged_CM,Ligand,Receptor,TGM2,SDC4,0.36463416
109255,SPP1_Macrophages,Mast,Ligand,Receptor,ADAM9,ITGA6,0.3646239
109263,healthy_CM,prolif,Ligand,Receptor,NPPB,FAP,0.3646121
109277,intermediate_CM,vSMCs_1,Ligand,Receptor,EDIL3,ITGB5,0.36455476
109280,Endocardial_Endo,NK_T,Ligand,Receptor,B2M,KLRC2,0.3645537
109284,intermediate_CM,Myofib,Ligand,Receptor,NRG2,NRP2,0.36454827
109286,Arterial_Endo,healthy_CM,Ligand,Receptor,APP,TSPAN12,0.36454415
109291,healthy_CM,Myofib,Ligand,Receptor,PSEN1,CD44,0.36453116
109296,perivascular_fibroblasts,prolif,Ligand,Receptor,JAM3,ITGB1,0.36452422
109310,Pericyte_2,healthy_CM,Ligand,Receptor,BMP5,ACVR1_ACVR2A,0.36451808
109311,Pericyte_2,healthy_CM,Ligand,Receptor,BMP5,ACVR2A_BMPR1A,0.36451808
109314,Capillary_Endo,damaged_CM,Ligand,Receptor,LAMA5,DAG1,0.36451527
109317,Pericyte_1,Arterial_Endo,Ligand,Receptor,SEMA5A,MET,0.36450806
109319,vCM_3,vCM_4,Ligand,Receptor,LGALS8,ITGA3,0.36450693
109321,Fib_SCARA5,Arterial_Endo,Ligand,Receptor,SPARC,ENG,0.36450014
109326,Fib_SCARA5,Endocardial_Endo,Ligand,Receptor,DCN,EGFR,0.36449477
109329,Myofib,vCM_4,Ligand,Receptor,FGF14,FGFR1,0.36447614
109335,Venous_Endo,Lymphatic_Endo,Ligand,Receptor,CD99,PILRB,0.3644675
109337,Arterial_Endo,vCM_4,Ligand,Receptor,AFDN,EPHA7,0.36445165
109339,vCM_4,perivascular_fibroblasts,Ligand,Receptor,MTMR4,SMAD3,0.3644446
109342,perivascular_fibroblasts,Fib_SCARA5,Ligand,Receptor,CCN1,ITGA5,0.36444062
109343,CCL18_Macrophages,Fib_SCARA5,Ligand,Receptor,SPP1,ITGA5_ITGB1,0.36444044
109345,vCM_4,Venous_Endo,Ligand,Receptor,PROS1,MERTK,0.364421
109351,Fib_SCARA5,Monocytes,Ligand,Receptor,COL4A4,ITGA9_ITGB1,0.36440188
109352,vCM_3,perivascular_fibroblasts,Ligand,Receptor,SEMA3C,NRP1_PLXNA4,0.36439762
109353,vCM_3,perivascular_fibroblasts,Ligand,Receptor,SEMA3C,NRP1_PLXNA2,0.3643976
109354,prolif,Fib_0,Ligand,Receptor,ADAM10,EPHA3,0.3643949
109360,Myofib,perivascular_fibroblasts,Ligand,Receptor,SPP1,CD44,0.36437947
109362,CCL18_Macrophages,healthy_CM,Ligand,Receptor,CD99,CD99L2,0.36437356
109364,Venous_Endo,vSMCs_1,Ligand,Receptor,LAMC1,ITGA3_ITGB1,0.36436063
109367,Fib_3,LYVE_FOLR_Macrophages,Ligand,Receptor,DCN,TLR2,0.36435091
109371,Fib_0,vCM_4,Ligand,Receptor,COL16A1,ITGA11_ITGB1,0.36432004
109373,vSMCs_2,Venous_Endo,Ligand,Receptor,ANGPT1,ITGB1,0.3643164
109375,Fib_0,Myofib,Ligand,Receptor,CCN4,ITGB1,0.36430654
109379,Fib_0,damaged_CM,Ligand,Receptor,APP,TNFRSF21,0.36429727
109380,Fib_0,prolif,Ligand,Receptor,COL5A3,ITGA1_ITGB1,0.36429608
109382,vSMCs_2,perivascular_fibroblasts,Ligand,Receptor,BMP1,BMPR1A,0.36428592
109387,Fib_SCARA5,intermediate_CM,Ligand,Receptor,CD99,PILRB,0.36427695
109390,damaged_CM,Mast,Ligand,Receptor,ADAM10,GPNMB,0.3642618
109393,damaged_CM,prolif,Ligand,Receptor,ADAM10,NOTCH1,0.36425525
109398,Fib_SCARA5,intermediate_CM,Ligand,Receptor,TFPI,SDC4,0.36423942
109410,vCM_4,Fib_0,Ligand,Receptor,VEGFD,ITGB1,0.36419642
109415,healthy_CM,Adipo,Ligand,Receptor,LRIG2,EGFR,0.36418587
109424,vSMCs_1,Adipo,Ligand,Receptor,LAMA5,ITGA7_ITGB1,0.36416364
109427,Fib_0,damaged_CM,Ligand,Receptor,SEMA5A,PLXNA3,0.36415187
109431,Myofib,vCM_4,Ligand,Receptor,THBS3,ITGA3_ITGB1,0.36413893
109435,Monocytes,Endocardial_Endo,Ligand,Receptor,ADAM9,ITGA6,0.36412716
109436,Adipo,Fib_0,Ligand,Receptor,ADAM10,TSPAN5,0.36412656
109437,healthy_CM,CCL18_Macrophages,Ligand,Receptor,PTDSS1,SCARB1,0.364125
109438,SPP1_Macrophages,Fib_0,Ligand,Receptor,ADAM10,CD44,0.36412388
109439,damaged_CM,NK_T,Ligand,Receptor,MFGE8,ITGB5,0.36411968
109442,Capillary_Endo,LYVE_FOLR_Macrophages,Ligand,Receptor,APP,TNFRSF21,0.364112
109443,Fib_SCARA5,Fib_SCARA5,Ligand,Receptor,TGFB1,SMAD3,0.36411142
109444,Fib_SCARA5,Fib_SCARA5,Ligand,Receptor,CCN2,LRP6,0.36411142
109451,Capillary_Endo,vCM_4,Ligand,Receptor,APP,GPC1,0.3641066
109453,vCM_4,damaged_CM,Ligand,Receptor,COPA,P2RY6,0.36410248
109461,Pericyte_2,Adipo,Ligand,Receptor,LRRC4B,PTPRF,0.3640873
109463,vCM_3,perivascular_fibroblasts,Ligand,Receptor,ADAM10,IL6R,0.36408457
109465,vCM_3,vCM_4,Ligand,Receptor,ADAM10,NOTCH2,0.36408454
109468,CD8,Fib_0,Ligand,Receptor,TGFB1,SDC2,0.36407524
109478,healthy_CM,intermediate_CM,Ligand,Receptor,APP,GPC1,0.3640497
109479,Monocytes,intermediate_CM,Ligand,Receptor,TGFB1,ACVR1_TGFBR2,0.36404526
109480,LYVE_PLTP_Macrophages,Endocardial_Endo,Ligand,Receptor,TGFB1,ENG,0.3640409
109481,LYVE_FOLR_Macrophages,Myofib,Ligand,Receptor,FGF13,FGFR1,0.36403644
109485,damaged_CM,Adipo,Ligand,Receptor,CALM2,EGFR,0.36401933
109487,vSMCs_2,vCM_3,Ligand,Receptor,LAMA5,DAG1,0.3640175
109488,healthy_CM,vCM_3,Ligand,Receptor,MFGE8,ITGB5,0.36401644
109492,Capillary_Endo,Venous_Endo,Ligand,Receptor,PDGFB,ITGAV,0.3640141
109495,vSMCs_1,NK_T,Ligand,Receptor,LAMA3,SDC2,0.364011
109496,vSMCs_1,Pericyte_2,Ligand,Receptor,LAMA3,ITGA6_ITGB1,0.364011
109501,Fib_3,prolif,Ligand,Receptor,PDGFD,PDGFRA_PDGFRB,0.36400622
109503,Lymphatic_Endo,NK,Ligand,Receptor,ADAM10,TSPAN14,0.36400536
109504,Fib_SCARA5,Mast,Ligand,Receptor,HAS2,CD44,0.3640026
109510,Fib_0,vSMCs_2,Ligand,Receptor,TNC,ITGA5,0.36398536
109511,Fib_0,Adipo,Ligand,Receptor,TNC,ITGA5,0.36398536
109513,vCM_4,Fib_3,Ligand,Receptor,PROS1,AXL,0.36398262
109516,healthy_CM,CCL18_Macrophages,Ligand,Receptor,GNAS,ADCY7,0.36397195
109518,Endocardial_Endo,intermediate_CM,Ligand,Receptor,B2M,KLRD1,0.36396897
109519,Myofib,vCM_4,Ligand,Receptor,RTN4,RTN4RL1,0.363968
109524,LYVE_FOLR_Macrophages,Mast,Ligand,Receptor,APP,CD74,0.36395013
109525,Fib_0,vCM_4,Ligand,Receptor,TIMP3,MET,0.36395007
109538,Pericyte_1,Fib_SCARA5,Ligand,Receptor,COL5A3,ITGA1_ITGB1,0.36392522
109542,Mast,CCL18_Macrophages,Ligand,Receptor,PSEN1,CD44,0.36392048
109557,intermediate_CM,vCM_3,Ligand,Receptor,CALM2,KCNQ1,0.36389083
109558,Venous_Endo,CCL18_Macrophages,Ligand,Receptor,VEGFC,NRP2,0.3638907
109560,perivascular_fibroblasts,perivascular_fibroblasts,Ligand,Receptor,LUM,ITGB1,0.36388913
109562,perivascular_fibroblasts,perivascular_fibroblasts,Ligand,Receptor,DCN,EGFR,0.36388904
109567,damaged_CM,Pericyte_1,Ligand,Receptor,LAMB2,CD44,0.36388582
109569,Fib_0,CD8,Ligand,Receptor,TNC,ITGA5,0.36387357
109573,Capillary_Endo,Mast,Ligand,Receptor,PSEN1,CD44,0.36385858
109577,vSMCs_1,Fib_0,Ligand,Receptor,TGM2,ITGA9,0.36385807
109579,perivascular_fibroblasts,Venous_Endo,Ligand,Receptor,TIMP3,KDR,0.36384863
109581,Mast,intermediate_CM,Ligand,Receptor,CD96,PVR,0.3638456
109583,prolif,intermediate_CM,Ligand,Receptor,SPP1,ITGA5_ITGB1,0.36384183
109584,Arterial_Endo,healthy_CM,Ligand,Receptor,LAMC1,DAG1,0.36383998
109591,vCM_4,Endocardial_Endo,Ligand,Receptor,PIGF,FLT1,0.36380967
109596,prolif,damaged_CM,Ligand,Receptor,COL18A1,GPC1,0.36380664
109599,damaged_CM,intermediate_CM,Ligand,Receptor,LRIG1,MET,0.36379123
109600,healthy_CM,Myofib,Ligand,Receptor,LRIG2,EGFR,0.36378694
109601,damaged_CM,intermediate_CM,Ligand,Receptor,MFGE8,PDGFRB,0.3637854
109616,Fib_0,CCL18_Macrophages,Ligand,Receptor,TGFB1,SDC2,0.3637708
109622,Myofib,CCL18_Macrophages,Ligand,Receptor,PSEN1,CD44,0.36375022
109632,Lymphatic_Endo,Endocardial_Endo,Ligand,Receptor,VEGFC,FLT1,0.36372197
109635,Myofib,vSMCs_2,Ligand,Receptor,ADAM10,EPHA3,0.36371732
109643,Endocardial_Endo,CCL18_Macrophages,Ligand,Receptor,APP,CD74,0.36369428
109648,healthy_CM,prolif,Ligand,Receptor,PDGFD,PDGFRA_PDGFRB,0.36367846
109650,vSMCs_1,Mast,Ligand,Receptor,LAMB2,CD44,0.36366758
109664,damaged_CM,Myofib,Ligand,Receptor,CALM2,EGFR,0.36362046
109667,vCM_3,perivascular_fibroblasts,Ligand,Receptor,PSEN1,CD44,0.3636152
109668,Myofib,Venous_Endo,Ligand,Receptor,COL27A1,ITGA1_ITGB1,0.3636129
109675,SPP1_Macrophages,Capillary_Endo,Ligand,Receptor,ADAM17,NOTCH1,0.36359227
109676,Monocytes,NK_T,Ligand,Receptor,ADAM10,TSPAN5,0.36359137
109682,perivascular_fibroblasts,Fib_SCARA5,Ligand,Receptor,COL14A1,ITGA11_ITGB1,0.3635696
109690,Fib_0,Adipo,Ligand,Receptor,APP,TNFRSF21,0.3635261
109697,LYVE_PLTP_Macrophages,vCM_4,Ligand,Receptor,LAMC1,DAG1,0.3634994
109699,vSMCs_2,perivascular_fibroblasts,Ligand,Receptor,JAG1,CD46,0.36349207
109702,Arterial_Endo,vCM_4,Ligand,Receptor,ADAM10,IL6R,0.3634889
109703,Venous_Endo,SPP1_Macrophages,Ligand,Receptor,ADAM10,IL6R,0.3634886
109705,Adipo,Myofib,Ligand,Receptor,ADAM10,EPHA3,0.36348683
109707,Fib_SCARA5,Lymphatic_Endo,Ligand,Receptor,ADAM17,NOTCH1,0.36347413
109713,Pericyte_2,Fib_SCARA5,Ligand,Receptor,GAS6,AXL,0.36345798
