,source,target,type_gene_A,type_gene_B,gene_A,gene_B,MeanLR
61477,intermediate_CM,Fib_3,Ligand,Receptor,FGF1,TGFBR3,0.9235618
61478,vCM_3,Purkinje_fibers,Ligand,Receptor,SLIT3,ROBO1,0.923561
61479,vCM_4,vCM_3,Ligand,Receptor,HMGB1,HAVCR2,0.92356074
61480,NK,Fib_3,Ligand,Receptor,GNAI2,EGFR,0.9235602
61484,vSMCs_2,LYVE_PLTP_Macrophages,Ligand,Receptor,FGF1,CD44,0.92350614
61485,Myofib,LYVE_FOLR_Macrophages,Ligand,Receptor,ANXA2,TLR2,0.9235037
61488,vCM_3,intermediate_CM,Ligand,Receptor,ADAM10,MET,0.92347735
61489,Pericyte_2,perivascular_fibroblasts,Ligand,Receptor,GSTP1,EGFR,0.92347705
61490,healthy_CM,Fib_3,Ligand,Receptor,FGF1,TGFBR3,0.92345834
61491,prolif,Fib_3,Ligand,Receptor,GRN,EGFR,0.92345107
61494,Fib_0,vSMCs_1,Ligand,Receptor,COL4A3,ITGA1_ITGB1,0.9234136
61495,Pericyte_2,vSMCs_1,Ligand,Receptor,THBS4,ITGA3_ITGB1,0.923409
61496,healthy_CM,vSMCs_2,Ligand,Receptor,NID1,ITGA3,0.92338896
61498,vSMCs_1,perivascular_fibroblasts,Ligand,Receptor,COL4A1,ITGAV_ITGB8,0.92337716
61501,perivascular_fibroblasts,LYVE_FOLR_Macrophages,Ligand,Receptor,CFH,ITGAM,0.92329943
61502,intermediate_CM,Fib_0,Ligand,Receptor,MFGE8,PDGFRB,0.9232937
61503,healthy_CM,vSMCs_1,Ligand,Receptor,NID1,ITGB3,0.9232595
61504,NK,damaged_CM,Ligand,Receptor,GNAI2,ADCY9,0.92325544
61505,NK,healthy_CM,Ligand,Receptor,PSAP,SORT1,0.92325336
61506,Lymphatic_Endo,healthy_CM,Ligand,Receptor,AFDN,EPHA7,0.92325175
61509,Endocardial_Endo,Lymphatic_Endo,Ligand,Receptor,VEGFC,NRP2,0.9232041
61510,Fib_0,perivascular_fibroblasts,Ligand,Receptor,COL6A2,CD44,0.9232031
61513,Adipo,intermediate_CM,Ligand,Receptor,SPARC,FGFR1,0.9231633
61514,Adipo,intermediate_CM,Ligand,Receptor,FGF7,FGFR1,0.9231632
61515,Pericyte_2,CCL18_Macrophages,Ligand,Receptor,COL6A2,CD44,0.923157
61517,Adipo,SPP1_Macrophages,Ligand,Receptor,HMGB1,HAVCR2,0.92312163
61518,healthy_CM,vSMCs_1,Ligand,Receptor,SPTAN1,PTPRA,0.92311615
61519,intermediate_CM,Mast,Ligand,Receptor,HSPG2,LRP1,0.9231103
61520,healthy_CM,healthy_CM,Ligand,Receptor,EGF,RHBDL2,0.923106
61523,healthy_CM,Purkinje_fibers,Ligand,Receptor,VEGFA,CD44,0.92306256
61524,Myofib,Purkinje_fibers,Ligand,Receptor,VEGFA,EGFR,0.92305636
61525,vCM_4,prolif,Ligand,Receptor,CALM2,EGFR,0.92304933
61527,healthy_CM,vSMCs_1,Ligand,Receptor,EGF,CAV1,0.9230195
61529,Fib_3,vCM_4,Ligand,Receptor,LAMB1,ITGA6_ITGB1,0.9230124
61530,vCM_4,LYVE_FOLR_Macrophages,Ligand,Receptor,LAMC1,CD44,0.922974
61531,Pericyte_2,Adipo,Ligand,Receptor,BMP5,PTPRD,0.9229635
61533,Venous_Endo,prolif,Ligand,Receptor,HSPG2,LRP1,0.92295325
61534,SPP1_Macrophages,Fib_3,Ligand,Receptor,TNC,EGFR,0.92293596
61535,Fib_SCARA5,Venous_Endo,Ligand,Receptor,COL1A2,ITGA9_ITGB1,0.92293584
61536,Fib_SCARA5,Venous_Endo,Ligand,Receptor,COL1A2,ITGA1_ITGB1,0.92293584
61542,Fib_0,Capillary_Endo,Ligand,Receptor,COL12A1,ITGA1_ITGB1,0.92288685
61543,prolif,intermediate_CM,Ligand,Receptor,LRPAP1,SORT1,0.92286664
61544,Fib_SCARA5,healthy_CM,Ligand,Receptor,APP,APLP2,0.92286503
61545,vCM_4,NK_T,Ligand,Receptor,HMGB1,CD163,0.9228561
61546,vSMCs_2,Capillary_Endo,Ligand,Receptor,COL6A1,ITGA6,0.92284966
61547,Myofib,Pericyte_2,Ligand,Receptor,TIMP2,ITGB1,0.9228496
61549,intermediate_CM,intermediate_CM,Ligand,Receptor,NTN1,UNC5B,0.9228351
61553,vCM_3,Myofib,Ligand,Receptor,ADAM10,AXL,0.9227466
61554,perivascular_fibroblasts,intermediate_CM,Ligand,Receptor,NID1,ITGA3,0.92272776
61555,intermediate_CM,Venous_Endo,Ligand,Receptor,LRIG1,MET,0.9227264
61556,vSMCs_1,CD4,Ligand,Receptor,LAMA3,CD44,0.92270076
61557,perivascular_fibroblasts,Myofib,Ligand,Receptor,COL1A2,CD44,0.9226986
61560,perivascular_fibroblasts,prolif,Ligand,Receptor,COL14A1,CD44,0.9226527
61561,Adipo,LYVE_FOLR_Macrophages,Ligand,Receptor,MRC1,PTPRC,0.9226403
61563,SPP1_Macrophages,SPP1_Macrophages,Ligand,Receptor,ADAM10,CD44,0.9226104
61566,vCM_3,Adipo,Ligand,Receptor,ADAM10,CD44,0.92257035
61567,Fib_SCARA5,LYVE_PLTP_Macrophages,Ligand,Receptor,COL6A1,CD44,0.92256516
61568,healthy_CM,Pericyte_2,Ligand,Receptor,CD99,PILRB,0.92256284
61570,Fib_SCARA5,damaged_CM,Ligand,Receptor,LAMB1,ITGA3_ITGB1,0.92255056
61571,damaged_CM,vCM_4,Ligand,Receptor,CD99,CD99L2,0.92253935
61574,vSMCs_2,Fib_3,Ligand,Receptor,GSTP1,EGFR,0.9225241
61575,intermediate_CM,Venous_Endo,Ligand,Receptor,SEMA4B,DCBLD2,0.922524
61576,Fib_3,vCM_3,Ligand,Receptor,COL8A1,ITGA11_ITGB1,0.92251915
61577,intermediate_CM,healthy_CM,Ligand,Receptor,PSAP,AR,0.9225125
61578,Mast,Purkinje_fibers,Ligand,Receptor,VCAN,EGFR,0.9224791
61579,Fib_0,Fib_SCARA5,Ligand,Receptor,COL12A1,ITGA11_ITGB1,0.9224716
61584,intermediate_CM,Fib_3,Ligand,Receptor,VEGFA,CD44,0.92235714
61586,Pericyte_2,NK,Ligand,Receptor,NGF,MAGED1,0.9223155
61588,healthy_CM,Lymphatic_Endo,Ligand,Receptor,VEGFD,NRP2,0.92229444
61591,healthy_CM,Fib_3,Ligand,Receptor,VCAN,EGFR,0.9222544
61592,Fib_3,Venous_Endo,Ligand,Receptor,THBS2,ITGA6,0.92225015
61593,Fib_3,Endocardial_Endo,Ligand,Receptor,LAMB1,ITGA6_ITGB1,0.9222392
61594,Fib_3,Endocardial_Endo,Ligand,Receptor,LAMB1,ITGA9_ITGB1,0.9222392
61595,LYVE_PLTP_Macrophages,vCM_4,Ligand,Receptor,CALM1,PTPRA,0.9222325
61599,Adipo,NK,Ligand,Receptor,SDC2,PTPRJ,0.9221811
61600,vSMCs_2,vCM_4,Ligand,Receptor,LAMA3,SDC2,0.9221787
61605,Pericyte_1,CCL18_Macrophages,Ligand,Receptor,FGF1,CD44,0.92210805
61610,healthy_CM,vSMCs_1,Ligand,Receptor,VEGFA,ITGB1,0.9220967
61611,Arterial_Endo,prolif,Ligand,Receptor,F8,LDLR,0.92209625
61612,vCM_4,CD8,Ligand,Receptor,COL4A5,CD47,0.92208904
61615,healthy_CM,intermediate_CM,Ligand,Receptor,HSPG2,PTPRS,0.92205715
61617,Myofib,CD8,Ligand,Receptor,SDC2,PTPRJ,0.9220475
61618,Venous_Endo,Fib_0,Ligand,Receptor,F8,LRP1,0.9220468
61620,Fib_3,CD8,Ligand,Receptor,THBS1,ITGA4,0.92203957
61621,prolif,Purkinje_fibers,Ligand,Receptor,VCAN,TLR1,0.9219785
61622,prolif,Purkinje_fibers,Ligand,Receptor,VCAN,ITGA4,0.9219785
61623,NK,damaged_CM,Ligand,Receptor,B2M,KLRD1,0.92196643
61624,Venous_Endo,Adipo,Ligand,Receptor,APP,APLP2,0.9219563
61625,vCM_4,healthy_CM,Ligand,Receptor,SLC6A8,LIFR,0.9219428
61626,Fib_SCARA5,prolif,Ligand,Receptor,TIMP2,CD44,0.9219077
61627,Arterial_Endo,Adipo,Ligand,Receptor,B2M,TFRC,0.92180586
61628,Myofib,Myofib,Ligand,Receptor,ANXA1,EGFR,0.9218041
61633,healthy_CM,Arterial_Endo,Ligand,Receptor,APP,LRP6,0.9217316
61634,vSMCs_2,vCM_4,Ligand,Receptor,LAMA3,ITGA6_ITGB1,0.9217315
61635,damaged_CM,Pericyte_2,Ligand,Receptor,TIMP2,ITGB1,0.92171806
61636,perivascular_fibroblasts,damaged_CM,Ligand,Receptor,COL6A3,GP6,0.92168486
61637,Lymphatic_Endo,CD8,Ligand,Receptor,VCAN,ITGA4,0.9216831
61638,Purkinje_fibers,LYVE_FOLR_Macrophages,Ligand,Receptor,COL6A1,CD44,0.92166257
61640,Adipo,SPP1_Macrophages,Ligand,Receptor,RARRES1,NRP2,0.9216478
61643,Adipo,Adipo,Ligand,Receptor,CALM2,EGFR,0.9216107
61645,Purkinje_fibers,vCM_4,Ligand,Receptor,GNAI2,ADCY9,0.9216075
61647,Adipo,intermediate_CM,Ligand,Receptor,PSAP,AR,0.9216019
61648,Fib_SCARA5,Fib_3,Ligand,Receptor,CCN2,EGFR,0.9216012
61650,healthy_CM,SPP1_Macrophages,Ligand,Receptor,SPTAN1,PTPRA,0.92158985
61653,Myofib,LYVE_PLTP_Macrophages,Ligand,Receptor,RARRES1,NRP2,0.9215282
61656,intermediate_CM,Fib_3,Ligand,Receptor,VCAN,EGFR,0.9214908
61658,CCL18_Macrophages,Fib_3,Ligand,Receptor,S100A4,EGFR,0.92147845
61659,Mast,NK_T,Ligand,Receptor,ADAM28,ITGA4,0.92147535
61661,LYVE_FOLR_Macrophages,Pericyte_2,Ligand,Receptor,TGFB1,ITGB1,0.921468
61662,CD8,vCM_4,Ligand,Receptor,SPTAN1,PTPRA,0.9214605
61664,perivascular_fibroblasts,Pericyte_2,Ligand,Receptor,COL6A1,ITGA1_ITGB1,0.92145777
61665,vCM_4,Fib_3,Ligand,Receptor,GSTP1,EGFR,0.92144895
61666,Neuronal,healthy_CM,Ligand,Receptor,LAMC1,DAG1,0.92144597
61667,perivascular_fibroblasts,damaged_CM,Ligand,Receptor,COL6A3,CD44,0.9214319
61669,Myofib,vCM_4,Ligand,Receptor,APP,LRP6,0.92142105
61670,vCM_3,LYVE_FOLR_Macrophages,Ligand,Receptor,ADAM10,TSPAN14,0.92140794
61671,intermediate_CM,Myofib,Ligand,Receptor,EGF,LDLR,0.9213937
61675,Purkinje_fibers,intermediate_CM,Ligand,Receptor,GRN,SORT1,0.9213862
61677,perivascular_fibroblasts,LYVE_FOLR_Macrophages,Ligand,Receptor,NGF,KIDINS220,0.92136693
61679,Arterial_Endo,Monocytes,Ligand,Receptor,APP,LRP1,0.9213067
61680,intermediate_CM,LYVE_PLTP_Macrophages,Ligand,Receptor,SEMA4B,DCBLD2,0.9212915
61682,Fib_3,Fib_3,Ligand,Receptor,LRIG2,EGFR,0.9212748
61683,healthy_CM,Lymphatic_Endo,Ligand,Receptor,SPTAN1,PTPRA,0.92127395
61684,damaged_CM,healthy_CM,Ligand,Receptor,NGF,SORT1,0.921262
61686,Pericyte_2,CCL18_Macrophages,Ligand,Receptor,THBS4,CD47,0.9212495
61687,vCM_4,perivascular_fibroblasts,Ligand,Receptor,FGF14,FGFR1,0.9212413
61688,vSMCs_1,vCM_4,Ligand,Receptor,LAMA5,ITGA7_ITGB1,0.92123854
61689,vCM_4,intermediate_CM,Ligand,Receptor,CALM2,GP6,0.921214
61690,vCM_4,Fib_0,Ligand,Receptor,ANGPTL4,ITGA5_ITGB1,0.92119807
61691,vSMCs_1,Myofib,Ligand,Receptor,A2M,LRP1,0.92118514
61695,Endocardial_Endo,Fib_3,Ligand,Receptor,GSTP1,EGFR,0.9211541
61697,vSMCs_2,prolif,Ligand,Receptor,COL1A2,CD44,0.9211462
61698,Purkinje_fibers,vCM_3,Ligand,Receptor,LAMB1,ITGA6_ITGB1,0.92111605
61700,Purkinje_fibers,Fib_3,Ligand,Receptor,LAMB1,ITGAV_ITGB8,0.9210972
61703,Arterial_Endo,Fib_3,Ligand,Receptor,LRIG1,EGFR,0.9210813
61705,Pericyte_2,vCM_4,Ligand,Receptor,NGF,BEX3,0.9210398
61708,Fib_SCARA5,Pericyte_2,Ligand,Receptor,COL24A1,ITGA1_ITGB1,0.9210157
61709,Pericyte_2,LYVE_PLTP_Macrophages,Ligand,Receptor,THBS4,CD47,0.9209923
61710,intermediate_CM,damaged_CM,Ligand,Receptor,APP,TSPAN12,0.9209708
61711,vSMCs_2,Endocardial_Endo,Ligand,Receptor,LAMA3,ITGA9_ITGB1,0.9209583
61712,vSMCs_2,Endocardial_Endo,Ligand,Receptor,LAMA3,ITGA6_ITGB1,0.9209583
61714,Monocytes,CCL18_Macrophages,Ligand,Receptor,SDC2,PTPRJ,0.9209553
61715,Purkinje_fibers,healthy_CM,Ligand,Receptor,SPON1,APP,0.920915
61716,Mast,Fib_3,Ligand,Receptor,PLA2G2A,EGFR,0.92090696
61717,damaged_CM,Arterial_Endo,Ligand,Receptor,MMP2,PECAM1,0.9208956
61719,CD8,healthy_CM,Ligand,Receptor,PSAP,SORT1,0.9208834
61722,Myofib,Pericyte_2,Ligand,Receptor,LUM,ITGB1,0.9208675
61723,vCM_3,CD4,Ligand,Receptor,LAMA4,ITGA6_ITGB1,0.92085123
61725,Mast,Myofib,Ligand,Receptor,EGF,AXL,0.9208472
61726,vSMCs_2,Fib_SCARA5,Ligand,Receptor,NGF,KIDINS220,0.9208101
61727,Neuronal,Fib_3,Ligand,Receptor,LRIG2,EGFR,0.92077863
61728,healthy_CM,healthy_CM,Ligand,Receptor,APP,RPSA,0.92071253
61729,Myofib,LYVE_FOLR_Macrophages,Ligand,Receptor,VIM,CD44,0.92069006
61730,Pericyte_2,CCL18_Macrophages,Ligand,Receptor,LGALS1,ITGB1,0.9206866
61731,Purkinje_fibers,Pericyte_1,Ligand,Receptor,COL1A2,CD44,0.92067766
61732,healthy_CM,Venous_Endo,Ligand,Receptor,APP,LRP6,0.92067593
61733,Fib_SCARA5,Pericyte_2,Ligand,Receptor,VEGFA,ITGB1,0.92065984
61734,damaged_CM,CCL18_Macrophages,Ligand,Receptor,CD59,STAB1,0.9206529
61736,Myofib,Neuronal,Ligand,Receptor,COL6A2,ITGA2_ITGB1,0.9206279
61737,Myofib,Neuronal,Ligand,Receptor,COL6A2,ITGA1_ITGB1,0.9206279
61739,Fib_3,Venous_Endo,Ligand,Receptor,THBS1,ITGA6,0.9206203
61741,NK_T,Fib_3,Ligand,Receptor,LRIG2,EGFR,0.9205996
61742,NK_T,Fib_3,Ligand,Receptor,LRIG1,EGFR,0.9205996
61743,NK,NK_T,Ligand,Receptor,HLA-B,KLRD1,0.9205849
61744,Fib_SCARA5,Fib_3,Ligand,Receptor,GNAI2,EGFR,0.9205741
61747,CD8,Fib_3,Ligand,Receptor,VCAN,EGFR,0.92055917
61748,Fib_SCARA5,healthy_CM,Ligand,Receptor,FGF14,FGFR1,0.9205514
61749,LYVE_FOLR_Macrophages,Fib_3,Ligand,Receptor,ICAM1,EGFR,0.92053926
61750,LYVE_PLTP_Macrophages,Pericyte_1,Ligand,Receptor,FGF13,EGFR,0.92052984
61752,Capillary_Endo,Fib_3,Ligand,Receptor,CEACAM1,EGFR,0.92051506
61753,Venous_Endo,Purkinje_fibers,Ligand,Receptor,VEGFC,ITGB1,0.9205135
61754,healthy_CM,prolif,Ligand,Receptor,APP,RPSA,0.92049193
61755,Myofib,vCM_4,Ligand,Receptor,COL4A1,ITGA2_ITGB1,0.92048603
61756,Myofib,Fib_3,Ligand,Receptor,GNAI2,EGFR,0.9204805
61758,Fib_0,Fib_SCARA5,Ligand,Receptor,TNC,EGFR,0.9204489
61759,SPP1_Macrophages,LYVE_PLTP_Macrophages,Ligand,Receptor,VIM,CD44,0.92044115
61761,vCM_3,Purkinje_fibers,Ligand,Receptor,LAMA4,ITGA2_ITGB1,0.92040735
61762,vSMCs_1,prolif,Ligand,Receptor,COL6A1,CD44,0.9203888
61763,CCL18_Macrophages,Fib_3,Ligand,Receptor,GRN,EGFR,0.92037714
61765,vCM_4,damaged_CM,Ligand,Receptor,APP,LRP6,0.92036146
61767,vCM_4,Endocardial_Endo,Ligand,Receptor,ANGPTL4,CDH5,0.92033094
61769,Fib_3,Adipo,Ligand,Receptor,LAMB1,ITGA1,0.9202984
61770,Purkinje_fibers,prolif,Ligand,Receptor,TFPI,LRP1,0.9202868
61772,Fib_SCARA5,damaged_CM,Ligand,Receptor,GNAI2,ADCY9,0.92026937
61774,vCM_4,Lymphatic_Endo,Ligand,Receptor,ANGPTL4,CDH5,0.9202084
61775,intermediate_CM,CCL18_Macrophages,Ligand,Receptor,SDC2,PTPRJ,0.9201949
61776,Endocardial_Endo,vCM_4,Ligand,Receptor,NRG1,ERBB2_ERBB4,0.92018604
61777,Myofib,damaged_CM,Ligand,Receptor,GNAI2,ADCY9,0.92017573
61781,Fib_0,vSMCs_2,Ligand,Receptor,NID1,ITGA3,0.9201333
61782,vCM_3,NK_T,Ligand,Receptor,LAMC1,CD44,0.9201325
61783,healthy_CM,Venous_Endo,Ligand,Receptor,SEMA4B,DCBLD2,0.92011505
61784,vCM_3,CCL18_Macrophages,Ligand,Receptor,SEMA3C,NRP1_NRP2_PLXND1,0.9201123
61785,vCM_3,prolif,Ligand,Receptor,COL4A5,CD47,0.9201035
61786,vCM_4,NK_T,Ligand,Receptor,MYL9,CD69,0.9201014
61788,LYVE_PLTP_Macrophages,LYVE_FOLR_Macrophages,Ligand,Receptor,SDC2,PTPRJ,0.9200842
61789,vSMCs_1,CD8,Ligand,Receptor,LAMA3,CD44,0.92007554
61792,SPP1_Macrophages,prolif,Ligand,Receptor,TIMP2,CD44,0.920048
61794,intermediate_CM,Pericyte_1,Ligand,Receptor,PSEN1,NOTCH3,0.92004085
61796,perivascular_fibroblasts,CCL18_Macrophages,Ligand,Receptor,SERPINE1,LRP1,0.92002004
61797,Lymphatic_Endo,NK,Ligand,Receptor,B2M,KLRD1,0.92001975
61798,Fib_0,vSMCs_1,Ligand,Receptor,NID1,ITGB3,0.92000383
61800,vSMCs_2,vSMCs_2,Ligand,Receptor,NGF,SORT1,0.9199995
61802,Pericyte_2,Purkinje_fibers,Ligand,Receptor,BMP5,PTPRD,0.9199883
61805,Pericyte_2,LYVE_FOLR_Macrophages,Ligand,Receptor,LGALS1,ITGB1,0.9199582
61806,Arterial_Endo,SPP1_Macrophages,Ligand,Receptor,APP,CD74,0.9199482
61808,Venous_Endo,damaged_CM,Ligand,Receptor,APP,RPSA,0.9198763
61809,Pericyte_2,Fib_3,Ligand,Receptor,GNAI2,EGFR,0.9198714
61810,damaged_CM,Monocytes,Ligand,Receptor,VEGFA,SIRPA,0.9198711
61811,CCL18_Macrophages,CD8,Ligand,Receptor,ADAM28,ITGA4,0.91986436
61812,Purkinje_fibers,Mast,Ligand,Receptor,COL6A2,CD44,0.91985804
61813,prolif,healthy_CM,Ligand,Receptor,NAMPT,ITGA5_ITGB1,0.91985655
61816,vCM_4,Fib_0,Ligand,Receptor,ANGPTL4,CDH11,0.91984266
61817,intermediate_CM,vCM_3,Ligand,Receptor,CALM2,GP6,0.91982883
61818,Pericyte_2,CCL18_Macrophages,Ligand,Receptor,HMGB1,TLR2,0.9198007
61819,Fib_SCARA5,Fib_0,Ligand,Receptor,APP,NOTCH2,0.91979986
61821,Fib_0,damaged_CM,Ligand,Receptor,COL4A3,ITGA3_ITGB1,0.91978866
61823,vSMCs_2,Pericyte_2,Ligand,Receptor,COL27A1,ITGA1_ITGB1,0.919764
61824,Mast,damaged_CM,Ligand,Receptor,TGFB1,CAV1,0.919761
61825,intermediate_CM,Arterial_Endo,Ligand,Receptor,LRIG1,MET,0.91968715
61827,Fib_SCARA5,Myofib,Ligand,Receptor,LAMB1,CD44,0.9196757
61828,intermediate_CM,LYVE_FOLR_Macrophages,Ligand,Receptor,GNAS,ADCY9,0.9196622
61829,vCM_4,SPP1_Macrophages,Ligand,Receptor,HMGB1,TLR4,0.9196413
61831,Pericyte_1,Fib_3,Ligand,Receptor,VCAN,EGFR,0.919621
61832,Pericyte_2,SPP1_Macrophages,Ligand,Receptor,DCN,TLR2,0.91960734
61834,Pericyte_2,damaged_CM,Ligand,Receptor,GNAI2,ADCY9,0.91956663
61836,CCL18_Macrophages,vCM_4,Ligand,Receptor,MTMR4,SMAD3,0.91955817
61838,vSMCs_2,Fib_0,Ligand,Receptor,BMP5,PTPRD,0.9195516
61840,intermediate_CM,LYVE_FOLR_Macrophages,Ligand,Receptor,COL4A1,CD93,0.9195393
61841,perivascular_fibroblasts,Purkinje_fibers,Ligand,Receptor,COL1A2,ITGA11_ITGB1,0.9195259
61848,healthy_CM,healthy_CM,Ligand,Receptor,FGF7,FGFR1,0.91947967
61851,intermediate_CM,Arterial_Endo,Ligand,Receptor,PSEN1,NOTCH4,0.9194665
61853,healthy_CM,Capillary_Endo,Ligand,Receptor,THBS1,ITGA6,0.9194443
61854,CD4,Fib_3,Ligand,Receptor,S100A4,EGFR,0.9194442
61857,damaged_CM,healthy_CM,Ligand,Receptor,LIN7C,ABCA1,0.9194138
61858,Arterial_Endo,healthy_CM,Ligand,Receptor,APP,LRP6,0.91940325
61861,Adipo,Myofib,Ligand,Receptor,PLA2G2A,EGFR,0.91936857
61863,vCM_3,Fib_0,Ligand,Receptor,PDGFA,PDGFRA,0.91936404
61865,perivascular_fibroblasts,perivascular_fibroblasts,Ligand,Receptor,HSP90AA1,EGFR,0.9193542
61867,damaged_CM,Mast,Ligand,Receptor,COL4A5,CD44,0.9193518
61868,vCM_3,LYVE_PLTP_Macrophages,Ligand,Receptor,SDC2,PTPRJ,0.9193372
61871,Pericyte_2,Adipo,Ligand,Receptor,PSAP,SORT1,0.9193303
61873,intermediate_CM,vCM_4,Ligand,Receptor,LAMC1,DAG1,0.91927886
61877,LYVE_PLTP_Macrophages,CD8,Ligand,Receptor,ADAM28,ITGA4,0.91922766
61878,vCM_4,Arterial_Endo,Ligand,Receptor,ANGPTL4,ITGA5_ITGB1,0.91921514
61879,Pericyte_2,LYVE_FOLR_Macrophages,Ligand,Receptor,NGF,MAGED1,0.91919816
61881,LYVE_PLTP_Macrophages,vCM_4,Ligand,Receptor,APP,LRP1,0.919177
61884,Lymphatic_Endo,Lymphatic_Endo,Ligand,Receptor,SEMA6A,PLXNA2,0.91911787
61885,CCL18_Macrophages,intermediate_CM,Ligand,Receptor,CALM1,PTPRA,0.9191142
61887,Myofib,intermediate_CM,Ligand,Receptor,COL4A1,GP6,0.9190737
61888,LYVE_FOLR_Macrophages,Purkinje_fibers,Ligand,Receptor,TGFB1,EGFR,0.9190532
61889,Fib_SCARA5,Neuronal,Ligand,Receptor,COL5A2,ITGA2_ITGB1,0.9190521
61890,Fib_SCARA5,Neuronal,Ligand,Receptor,COL5A2,ITGA1_ITGB1,0.9190521
61891,vCM_4,vCM_4,Ligand,Receptor,HSPG2,DAG1,0.9190483
61892,Purkinje_fibers,Fib_SCARA5,Ligand,Receptor,LAMB1,ITGAV_ITGB8,0.9190436
61895,vCM_3,Fib_SCARA5,Ligand,Receptor,FGF14,FGFR1,0.9189768
61897,Endocardial_Endo,Venous_Endo,Ligand,Receptor,INHBA,SMAD3,0.91896164
61898,LYVE_PLTP_Macrophages,vSMCs_2,Ligand,Receptor,FGF13,EGFR,0.91894686
61899,Arterial_Endo,Fib_SCARA5,Ligand,Receptor,HSP90AA1,EGFR,0.9189452
61902,prolif,Fib_SCARA5,Ligand,Receptor,TGFB1,EGFR,0.9189179
61903,healthy_CM,Pericyte_1,Ligand,Receptor,VEGFA,EGFR,0.9189123
61904,healthy_CM,LYVE_PLTP_Macrophages,Ligand,Receptor,SEMA4B,DCBLD2,0.9188826
61905,LYVE_FOLR_Macrophages,LYVE_PLTP_Macrophages,Ligand,Receptor,THBS1,LRP1,0.9188824
61906,LYVE_PLTP_Macrophages,Fib_SCARA5,Ligand,Receptor,CALM2,EGFR,0.9188817
61907,Capillary_Endo,Arterial_Endo,Ligand,Receptor,EFNB2,PECAM1,0.91887265
61908,NK,Fib_3,Ligand,Receptor,S100A4,EGFR,0.918858
61909,Fib_0,perivascular_fibroblasts,Ligand,Receptor,EFEMP1,EGFR,0.9188528
61910,perivascular_fibroblasts,Venous_Endo,Ligand,Receptor,SLIT2,ROBO4,0.9188349
61912,Capillary_Endo,Fib_3,Ligand,Receptor,VCAN,EGFR,0.9188304
61913,Myofib,SPP1_Macrophages,Ligand,Receptor,COL4A3,CD44,0.9188241
61914,Myofib,Neuronal,Ligand,Receptor,HSPG2,PTPRS,0.9188179
61916,Myofib,Fib_SCARA5,Ligand,Receptor,CALM2,EGFR,0.91876554
61917,vCM_4,Fib_3,Ligand,Receptor,PLA2G2A,EGFR,0.91876554
61919,healthy_CM,Neuronal,Ligand,Receptor,HSPG2,DAG1,0.918718
61921,Endocardial_Endo,LYVE_PLTP_Macrophages,Ligand,Receptor,INHBA,ENG,0.9187
61926,Fib_0,LYVE_PLTP_Macrophages,Ligand,Receptor,PLTP,ABCA1,0.9186034
61927,vCM_4,vCM_4,Ligand,Receptor,ACTR2,LDLR,0.91860175
61929,SPP1_Macrophages,NK_T,Ligand,Receptor,ADAM28,ITGA4,0.91857696
61930,NK,LYVE_FOLR_Macrophages,Ligand,Receptor,LGALS1,PTPRC,0.9185558
61931,vCM_3,Lymphatic_Endo,Ligand,Receptor,RARRES1,NRP2,0.9185289
61936,Pericyte_2,Pericyte_2,Ligand,Receptor,CXCL12,ITGB1,0.9184769
61937,Pericyte_2,Fib_3,Ligand,Receptor,LRIG2,EGFR,0.9184718
61939,Arterial_Endo,vCM_4,Ligand,Receptor,TGFB1,SMAD3,0.9184611
61940,LYVE_PLTP_Macrophages,SPP1_Macrophages,Ligand,Receptor,HMGB1,CD163,0.91846097
61941,Neuronal,Fib_0,Ligand,Receptor,PDGFC,PDGFRA,0.9184605
61943,Neuronal,healthy_CM,Ligand,Receptor,NLGN4X,NRXN1,0.91845983
61945,prolif,healthy_CM,Ligand,Receptor,GRN,SORT1,0.918442
61946,perivascular_fibroblasts,Fib_3,Ligand,Receptor,GNAI2,EGFR,0.9184409
61947,intermediate_CM,Venous_Endo,Ligand,Receptor,COL4A1,ITGA2_ITGB1,0.9184066
61949,Fib_0,Monocytes,Ligand,Receptor,LAMA4,CD44,0.9183941
61951,intermediate_CM,NK_T,Ligand,Receptor,SEMA4B,DCBLD2,0.9183887
61952,Fib_0,intermediate_CM,Ligand,Receptor,APP,APLP2,0.9183824
61953,vCM_4,Myofib,Ligand,Receptor,ANGPTL4,ITGA5_ITGB1,0.9183823
61954,NK_T,LYVE_FOLR_Macrophages,Ligand,Receptor,LGALS1,PTPRC,0.9183817
61955,Fib_SCARA5,Monocytes,Ligand,Receptor,VIM,CD44,0.9183599
61956,Venous_Endo,Mast,Ligand,Receptor,APP,NOTCH2,0.9183575
61957,damaged_CM,SPP1_Macrophages,Ligand,Receptor,GNAS,ADCY7,0.91832185
61958,damaged_CM,Monocytes,Ligand,Receptor,SEMA3C,NRP2_PLXNA2,0.91832083
61959,damaged_CM,Monocytes,Ligand,Receptor,SEMA3C,NRP1_PLXNA2,0.91832083
61960,Fib_3,perivascular_fibroblasts,Ligand,Receptor,TFPI,LRP1,0.9182652
61962,Venous_Endo,Monocytes,Ligand,Receptor,COPA,CD74,0.91826195
61963,healthy_CM,intermediate_CM,Ligand,Receptor,TCTN1,TMEM67,0.9182481
